EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set
Q8K4B2	Mus musculus	Metazoa	609	None	None	Negative	Fold_1
P25376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633	None	None	Negative	Fold_1
P15543	Hordeum vulgare	Viridiplantae	132	None	None	Negative	Fold_5
Q7Z7M8	Homo sapiens	Metazoa	397	None	None	Negative	Fold_1
Q9VVG4	Drosophila melanogaster	Metazoa	889	None	None	Negative	Fold_4
A5PKW4	Homo sapiens	Metazoa	1024	None	None	Negative	Fold_2
P01314	Balaenoptera borealis	Metazoa	51	None	None	Negative	Fold_5
O35071	Mus musculus	Metazoa	1100	None	None	Negative	Fold_4
O70582	Mus musculus	Metazoa	701	None	None	Negative	Fold_3
P00502	Rattus norvegicus	Metazoa	222	None	None	Negative	Fold_4
P38316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	186	None	None	Negative	Fold_2
P50992	Mus musculus	Metazoa	294	None	None	Negative	Fold_1
P00937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	None	None	Negative	Fold_2
Q9Y0C9	Dictyostelium discoideum	Other	838	None	None	Negative	Fold_1
A0A0U2V7I8	Mycosarcoma maydis	Fungi	540	None	None	Negative	Fold_2
P58309	Amphidinium carterae	Other	678	None	None	Negative	Fold_1
Q5HZE4	Rattus norvegicus	Metazoa	369	None	None	Negative	Fold_4
Q02614	Mus musculus	Metazoa	308	None	None	Negative	Fold_2
Q95KR7	Saimiri sciureus	Metazoa	509	None	None	Negative	Fold_3
P35662	Bos taurus	Metazoa	667	None	None	Negative	Fold_1
Q9Y8C0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	92	None	None	Negative	Fold_4
Q6UPE0	Rattus norvegicus	Metazoa	599	None	None	Negative	Fold_1
S0EMV0	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	2543	None	None	Negative	Fold_2
Q9EQZ5	Cavia porcellus	Metazoa	329	None	None	Negative	Fold_3
Q05329	Homo sapiens	Metazoa	585	None	None	Negative	Fold_3
P48462	Drosophila melanogaster	Metazoa	330	None	None	Negative	Fold_4
Q5SXM2	Homo sapiens	Metazoa	1469	None	None	Negative	Fold_3
Q6DFQ7	Xenopus tropicalis	Metazoa	342	None	None	Negative	Fold_1
Q9HAU5	Homo sapiens	Metazoa	1272	None	None	Negative	Fold_3
Q43847	Solanum tuberosum	Viridiplantae	767	None	None	Negative	Fold_1
Q95QV8	Caenorhabditis elegans	Metazoa	408	None	None	Negative	Fold_1
Q08495	Homo sapiens	Metazoa	405	None	None	Negative	Fold_3
P92974	Arabidopsis thaliana	Viridiplantae	1077	None	None	Negative	Fold_3
Q99JG7	Mus musculus	Metazoa	430	None	None	Negative	Fold_3
Q39239	Arabidopsis thaliana	Viridiplantae	119	None	None	Negative	Fold_2
Q92412	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	776	None	None	Negative	Fold_2
F1SY71	Postia placenta (strain ATCC 44394 / Madison 698-R)	Fungi	498	None	None	Negative	Fold_4
O44400	Caenorhabditis elegans	Metazoa	556	None	None	Negative	Fold_2
Q763T4	Aspergillus oryzae	Fungi	382	None	None	Negative	Fold_2
Q14CW9	Homo sapiens	Metazoa	347	None	None	Negative	Fold_3
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416	None	None	Negative	Fold_2
Q86UD5	Homo sapiens	Metazoa	537	None	None	Negative	Fold_5
Q7Z4L5	Homo sapiens	Metazoa	1316	None	None	Negative	Fold_2
A0A1L9WN37	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	Fungi	1749	None	None	Negative	Fold_4
P14003	Drosophila melanogaster	Metazoa	337	None	None	Negative	Fold_4
P48565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	533	None	None	Negative	Fold_5
A0A2I1BT09	Aspergillus novofumigatus (strain IBT 16806)	Fungi	316	None	None	Negative	Fold_3
Q55EX9	Dictyostelium discoideum	Other	263	None	None	Negative	Fold_1
Q6A037	Mus musculus	Metazoa	893	None	None	Negative	Fold_3
Q4WXX5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	282	None	None	Negative	Fold_4
A0A498KFL4	Malus domestica	Viridiplantae	459	None	None	Negative	Fold_5
F4JNA9	Arabidopsis thaliana	Viridiplantae	1147	None	None	Negative	Fold_3
Q61333	Mus musculus	Metazoa	691	None	None	Negative	Fold_1
Q9HCE5	Homo sapiens	Metazoa	456	None	None	Negative	Fold_3
Q8K3P4	Rattus norvegicus	Metazoa	362	None	None	Negative	Fold_5
Q9CZ15	Mus musculus	Metazoa	196	None	None	Negative	Fold_4
Q96M98	Homo sapiens	Metazoa	296	None	None	Negative	Fold_4
O08760	Mus musculus	Metazoa	345	None	None	Negative	Fold_3
Q5SWT3	Mus musculus	Metazoa	300	None	None	Negative	Fold_5
Q9Y2F9	Homo sapiens	Metazoa	522	None	None	Negative	Fold_5
Q8LLW7	Corallina officinalis	Other	598	None	None	Negative	Fold_3
Q6P0D7	Danio rerio	Metazoa	576	None	None	Negative	Fold_1
Q9FYF9	Arabidopsis thaliana	Viridiplantae	379	None	None	Negative	Fold_2
P25502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	979	None	None	Negative	Fold_4
Q0WT48	Arabidopsis thaliana	Viridiplantae	687	None	None	Negative	Fold_5
Q43257	Zea mays	Viridiplantae	538	None	None	Negative	Fold_5
O35119	Rattus norvegicus	Metazoa	977	None	None	Negative	Fold_4
Q8BG60	Mus musculus	Metazoa	397	None	None	Negative	Fold_3
Q91YI6	Mus musculus	Metazoa	484	None	None	Negative	Fold_4
P53736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	256	None	None	Negative	Fold_5
Q460N3	Homo sapiens	Metazoa	678	None	None	Negative	Fold_3
Q9NR19	Homo sapiens	Metazoa	701	None	None	Negative	Fold_4
P62995	Homo sapiens	Metazoa	288	None	None	Negative	Fold_3
P20795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	None	None	Negative	Fold_4
P54862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	567	None	None	Negative	Fold_3
Q9ATE5	Petunia hybrida	Viridiplantae	268	None	None	Negative	Fold_1
Q23794	Chironomus tentans	Metazoa	99	None	None	Negative	Fold_3
Q8NHS3	Homo sapiens	Metazoa	518	None	None	Negative	Fold_4
Q14562	Homo sapiens	Metazoa	1220	None	None	Negative	Fold_3
P30947	Oryctolagus cuniculus	Metazoa	726	None	None	Negative	Fold_4
P0C871	Mus musculus	Metazoa	782	None	None	Negative	Fold_5
O88513	Mus musculus	Metazoa	206	None	None	Negative	Fold_5
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	None	None	Negative	Fold_3
Q9C450	Penicillium paxilli	Fungi	512	None	None	Negative	Fold_3
P02272	Gallus gallus	Metazoa	128	None	None	Negative	Fold_3
P84776	Protobothrops mangshanensis	Metazoa	121	None	None	Negative	Fold_4
Q8R5B6	Mus musculus	Metazoa	273	None	None	Negative	Fold_2
Q9UQB3	Homo sapiens	Metazoa	1225	None	None	Negative	Fold_2
Q9NWZ5	Homo sapiens	Metazoa	548	None	None	Negative	Fold_3
Q8LG50	Arabidopsis thaliana	Viridiplantae	389	None	None	Negative	Fold_4
Q8N0S6	Homo sapiens	Metazoa	344	None	None	Negative	Fold_3
Q6ZSI9	Homo sapiens	Metazoa	719	None	None	Negative	Fold_5
Q99L02	Mus musculus	Metazoa	253	None	None	Negative	Fold_5
Q8HYY9	Sus scrofa	Metazoa	49	None	None	Negative	Fold_4
Q2V2M9	Homo sapiens	Metazoa	1422	None	None	Negative	Fold_3
P10849	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440	None	None	Negative	Fold_2
Q9NZ09	Homo sapiens	Metazoa	502	None	None	Negative	Fold_1
Q6P9Z1	Mus musculus	Metazoa	483	None	None	Negative	Fold_2
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767	None	None	Negative	Fold_5
P53011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	349	None	None	Negative	Fold_5
Q8VHG2	Mus musculus	Metazoa	1126	None	None	Negative	Fold_2
Q90Y44	Gloydius halys	Metazoa	212	None	None	Negative	Fold_3
Q8K330	Mus musculus	Metazoa	649	None	None	Negative	Fold_1
A0A068Q609	Prunus mume	Viridiplantae	526	None	None	Negative	Fold_3
P53197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	None	None	Negative	Fold_3
Q99717	Homo sapiens	Metazoa	465	None	None	Negative	Fold_4
Q08968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688	None	None	Negative	Fold_3
Q9CV60	Mus musculus	Metazoa	46	None	None	Negative	Fold_3
Q9ZPY1	Arabidopsis thaliana	Viridiplantae	198	None	None	Negative	Fold_5
Q3SYU7	Bos taurus	Metazoa	898	None	None	Negative	Fold_3
Q9GUI6	Caenorhabditis elegans	Metazoa	1061	None	None	Negative	Fold_1
Q8VHJ7	Mus musculus	Metazoa	1014	None	None	Negative	Fold_3
Q7KVH9	Drosophila melanogaster	Metazoa	188	None	None	Negative	Fold_1
P62760	Homo sapiens	Metazoa	191	None	None	Negative	Fold_5
Q5VNK1	Oryza sativa subsp. japonica	Viridiplantae	333	None	None	Negative	Fold_3
Q63028	Rattus norvegicus	Metazoa	735	None	None	Negative	Fold_1
Q80XI3	Mus musculus	Metazoa	1579	None	None	Negative	Fold_5
P30602	Exophiala dermatitidis	Fungi	885	None	None	Negative	Fold_4
Q9XW79	Caenorhabditis elegans	Metazoa	333	None	None	Negative	Fold_1
Q96CH1	Homo sapiens	Metazoa	333	None	None	Negative	Fold_5
Q9VTE5	Drosophila melanogaster	Metazoa	143	None	None	Negative	Fold_3
Q95UQ1	Dictyostelium discoideum	Other	197	None	None	Negative	Fold_3
P40467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964	None	None	Negative	Fold_1
Q9UTE5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	639	None	None	Negative	Fold_1
Q6P499	Homo sapiens	Metazoa	406	None	None	Negative	Fold_5
Q9SRT9	Arabidopsis thaliana	Viridiplantae	357	None	None	Negative	Fold_2
Q9BXS9	Homo sapiens	Metazoa	759	None	None	Negative	Fold_3
O81635	Arabidopsis thaliana	Viridiplantae	987	None	None	Negative	Fold_1
A4GE48	Olea europaea	Viridiplantae	134	None	None	Negative	Fold_5
Q96A29	Homo sapiens	Metazoa	364	None	None	Negative	Fold_5
Q84TH4	Arabidopsis thaliana	Viridiplantae	382	None	None	Negative	Fold_1
Q9WVM3	Mus musculus	Metazoa	565	None	None	Negative	Fold_3
Q8CG48	Mus musculus	Metazoa	1191	None	None	Negative	Fold_5
P14188	Oryctolagus cuniculus	Metazoa	199	None	None	Negative	Fold_1
Q64410	Cavia porcellus	Metazoa	508	None	None	Negative	Fold_1
Q8WXC3	Homo sapiens	Metazoa	89	None	None	Negative	Fold_1
Q9NQB0	Homo sapiens	Metazoa	619	None	None	Negative	Fold_4
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	None	None	Negative	Fold_2
Q9QY33	Mus musculus	Metazoa	253	None	None	Negative	Fold_1
Q5NCF2	Mus musculus	Metazoa	145	None	None	Negative	Fold_5
Q10452	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	387	None	None	Negative	Fold_2
P0DP34	Xenopus laevis	Metazoa	149	None	None	Negative	Fold_1
P49375	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	548	None	None	Negative	Fold_1
Q8LCE1	Arabidopsis thaliana	Viridiplantae	356	None	None	Negative	Fold_1
Q8VHX2	Mus musculus	Metazoa	208	None	None	Negative	Fold_5
Q8SRH5	Encephalitozoon cuniculi (strain GB-M1)	Fungi	90	None	None	Negative	Fold_4
P07275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575	None	None	Negative	Fold_1
Q60838	Mus musculus	Metazoa	736	None	None	Negative	Fold_1
Q9WTU6	Mus musculus	Metazoa	423	None	None	Negative	Fold_5
P0CI26	Homo sapiens	Metazoa	452	None	None	Negative	Fold_5
P53759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	None	None	Negative	Fold_5
Q9D454	Mus musculus	Metazoa	513	None	None	Negative	Fold_2
Q02887	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	496	None	None	Negative	Fold_3
D2K759	Brassica oleracea var. botrytis	Viridiplantae	435	None	None	Negative	Fold_5
Q8TDN4	Homo sapiens	Metazoa	633	None	None	Negative	Fold_5
Q9CX86	Mus musculus	Metazoa	305	None	None	Negative	Fold_2
Q39231	Arabidopsis thaliana	Viridiplantae	512	None	None	Negative	Fold_1
P61161	Mus musculus	Metazoa	394	None	None	Negative	Fold_5
P47115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	None	None	Negative	Fold_5
Q63564	Rattus norvegicus	Metazoa	683	None	None	Negative	Fold_3
P50748	Homo sapiens	Metazoa	2209	None	None	Negative	Fold_3
O45666	Caenorhabditis elegans	Metazoa	501	None	None	Negative	Fold_2
Q5TA31	Homo sapiens	Metazoa	235	None	None	Negative	Fold_4
O15264	Homo sapiens	Metazoa	365	None	None	Negative	Fold_4
O22607	Arabidopsis thaliana	Viridiplantae	507	None	None	Negative	Fold_5
Q84TE6	Arabidopsis thaliana	Viridiplantae	324	None	None	Negative	Fold_1
P70348	Mus musculus	Metazoa	436	None	None	Negative	Fold_4
P51993	Homo sapiens	Metazoa	359	None	None	Negative	Fold_2
P04239	Anser indicus	Metazoa	141	None	None	Negative	Fold_3
Q9FG23	Arabidopsis thaliana	Viridiplantae	549	None	None	Negative	Fold_3
Q59YH3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	693	None	None	Negative	Fold_5
Q8QZT1	Mus musculus	Metazoa	424	None	None	Negative	Fold_1
Q53ET0	Homo sapiens	Metazoa	693	None	None	Negative	Fold_4
Q18120	Caenorhabditis elegans	Metazoa	461	None	None	Negative	Fold_1
Q9NQT4	Homo sapiens	Metazoa	235	None	None	Negative	Fold_3
Q6NVE9	Mus musculus	Metazoa	310	None	None	Negative	Fold_3
Q676U5	Homo sapiens	Metazoa	607	None	None	Negative	Fold_5
Q99MT6	Mus musculus	Metazoa	317	None	None	Negative	Fold_3
P93766	Hordeum vulgare	Viridiplantae	533	None	None	Negative	Fold_2
Q8N4B4	Homo sapiens	Metazoa	442	None	None	Negative	Fold_1
P15783	Bos taurus	Metazoa	190	None	None	Negative	Fold_5
Q92266	Komagataella pastoris	Fungi	380	None	None	Negative	Fold_1
P34826	Oryctolagus cuniculus	Metazoa	225	None	None	Negative	Fold_2
Q8R5M0	Mus musculus	Metazoa	297	None	None	Negative	Fold_1
Q96ET8	Homo sapiens	Metazoa	276	None	None	Negative	Fold_4
Q8C0Y0	Mus musculus	Metazoa	875	None	None	Negative	Fold_5
P78827	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404	None	None	Negative	Fold_5
Q9SLH3	Arabidopsis thaliana	Viridiplantae	587	None	None	Negative	Fold_1
Q9VQ89	Drosophila melanogaster	Metazoa	867	None	None	Negative	Fold_2
P38291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	None	None	Negative	Fold_2
Q09599	Caenorhabditis elegans	Metazoa	367	None	None	Negative	Fold_1
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	None	None	Negative	Fold_3
A2AAE1	Mus musculus	Metazoa	5005	None	None	Negative	Fold_5
F1QB30	Danio rerio	Metazoa	620	None	None	Negative	Fold_1
Q5R1T0	Gallus gallus	Metazoa	937	None	None	Negative	Fold_1
Q5MJ68	Homo sapiens	Metazoa	274	None	None	Negative	Fold_5
Q92540	Homo sapiens	Metazoa	1137	None	None	Negative	Fold_2
Q7S0P8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	440	None	None	Negative	Fold_1
P37292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	None	None	Negative	Fold_5
P79110	Bos taurus	Metazoa	311	None	None	Negative	Fold_4
P63217	Bos taurus	Metazoa	68	None	None	Negative	Fold_3
Q944H2	Arabidopsis thaliana	Viridiplantae	391	None	None	Negative	Fold_5
O23593	Arabidopsis thaliana	Viridiplantae	360	None	None	Negative	Fold_5
Q39056	Arabidopsis thaliana	Viridiplantae	270	None	None	Negative	Fold_4
Q8VXU6	Arabidopsis thaliana	Viridiplantae	224	None	None	Negative	Fold_1
Q4V7C9	Rattus norvegicus	Metazoa	415	None	None	Negative	Fold_5
Q99N02	Rattus norvegicus	Metazoa	710	None	None	Negative	Fold_2
O01812	Caenorhabditis elegans	Metazoa	135	None	None	Negative	Fold_1
P83911	Phoneutria reidyi	Metazoa	43	None	None	Negative	Fold_5
P83441	Euplotes nobilii	Other	52	None	None	Negative	Fold_3
B8NR70	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	357	None	None	Negative	Fold_5
Q922Q1	Mus musculus	Metazoa	338	None	None	Negative	Fold_4
G5EDW1	Caenorhabditis elegans	Metazoa	217	None	None	Negative	Fold_3
P16522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	626	None	None	Negative	Fold_3
O13577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	None	None	Negative	Fold_2
A0A0G2JV04	Rattus norvegicus	Metazoa	727	None	None	Negative	Fold_4
Q14353	Homo sapiens	Metazoa	236	None	None	Negative	Fold_1
O70467	Rattus norvegicus	Metazoa	528	None	None	Negative	Fold_3
Q12239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	None	None	Negative	Fold_1
Q99967	Homo sapiens	Metazoa	270	None	None	Negative	Fold_4
Q12330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	None	None	Negative	Fold_4
P80685	Tenebrio molitor	Metazoa	211	None	None	Negative	Fold_2
Q99PL5	Mus musculus	Metazoa	1605	None	None	Negative	Fold_3
Q27974	Bos taurus	Metazoa	910	None	None	Negative	Fold_1
P05310	Pisum sativum	Viridiplantae	758	None	None	Negative	Fold_1
P25674	Naja haje haje	Metazoa	71	None	None	Negative	Fold_5
G9M9M4	Ipomoea batatas	Viridiplantae	358	None	None	Negative	Fold_4
P17012	Mus musculus	Metazoa	799	None	None	Negative	Fold_2
Q96DM3	Homo sapiens	Metazoa	657	None	None	Negative	Fold_3
Q86YV6	Homo sapiens	Metazoa	388	None	None	Negative	Fold_2
P62320	Mus musculus	Metazoa	126	None	None	Negative	Fold_1
P01669	Mus musculus	Metazoa	111	None	None	Negative	Fold_2
Q95Y72	Caenorhabditis elegans	Metazoa	82	None	None	Negative	Fold_5
P13706	Drosophila melanogaster	Metazoa	363	None	None	Negative	Fold_4
Q6P5G0	Mus musculus	Metazoa	583	None	None	Negative	Fold_1
P97493	Mus musculus	Metazoa	166	None	None	Negative	Fold_5
Q922F4	Mus musculus	Metazoa	447	None	None	Negative	Fold_2
Q9M1I7	Arabidopsis thaliana	Viridiplantae	467	None	None	Negative	Fold_1
P14070	Chondrus crispus	Other	173	None	None	Negative	Fold_1
Q8WXH0	Homo sapiens	Metazoa	6885	None	None	Negative	Fold_5
Q8CFE4	Mus musculus	Metazoa	930	None	None	Negative	Fold_4
Q15274	Homo sapiens	Metazoa	297	None	None	Negative	Fold_1
Q6WCQ1	Homo sapiens	Metazoa	1025	None	None	Negative	Fold_5
P40991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	618	None	None	Negative	Fold_3
O74473	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1045	None	None	Negative	Fold_2
Q9Z2I2	Mus musculus	Metazoa	108	None	None	Negative	Fold_4
Q06185	Mus musculus	Metazoa	71	None	None	Negative	Fold_3
Q9EPC6	Rattus norvegicus	Metazoa	140	None	None	Negative	Fold_1
O94343	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	581	None	None	Negative	Fold_3
P43069	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1333	None	None	Negative	Fold_2
Q70IV5	Mus musculus	Metazoa	1561	None	None	Negative	Fold_1
P20229	Naja naja	Metazoa	57	None	None	Negative	Fold_1
O65282	Arabidopsis thaliana	Viridiplantae	253	None	None	Negative	Fold_5
P04644	Rattus norvegicus	Metazoa	135	None	None	Negative	Fold_3
Q94AW5	Arabidopsis thaliana	Viridiplantae	181	None	None	Negative	Fold_4
O18381	Drosophila melanogaster	Metazoa	857	None	None	Negative	Fold_2
Q712G6	Rattus norvegicus	Metazoa	370	None	None	Negative	Fold_3
Q960V3	Drosophila melanogaster	Metazoa	1122	None	None	Negative	Fold_1
Q21443	Caenorhabditis elegans	Metazoa	566	None	None	Negative	Fold_2
Q8W4I5	Arabidopsis thaliana	Viridiplantae	159	None	None	Negative	Fold_5
Q680Q4	Arabidopsis thaliana	Viridiplantae	884	None	None	Negative	Fold_4
Q9CA46	Arabidopsis thaliana	Viridiplantae	138	None	None	Negative	Fold_1
Q28923	Canis lupus familiaris	Metazoa	539	None	None	Negative	Fold_5
G3X8U3	Mus musculus	Metazoa	338	None	None	Negative	Fold_2
P29691	Caenorhabditis elegans	Metazoa	852	None	None	Negative	Fold_1
P97288	Mus musculus	Metazoa	388	None	None	Negative	Fold_1
Q8VDG6	Mus musculus	Metazoa	1002	None	None	Negative	Fold_3
O15480	Homo sapiens	Metazoa	346	None	None	Negative	Fold_3
P39685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1337	None	None	Negative	Fold_1
Q8K2X8	Mus musculus	Metazoa	71	None	None	Negative	Fold_1
P17870	Bos taurus	Metazoa	418	None	None	Negative	Fold_3
Q9XTG7	Caenorhabditis elegans	Metazoa	528	None	None	Negative	Fold_2
Q06593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	877	None	None	Negative	Fold_3
P58464	Bothrops pirajai	Metazoa	120	None	None	Negative	Fold_2
Q13946	Homo sapiens	Metazoa	482	None	None	Negative	Fold_4
Q8N6D2	Homo sapiens	Metazoa	247	None	None	Negative	Fold_2
O80992	Arabidopsis thaliana	Viridiplantae	190	None	None	Negative	Fold_4
Q12116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	473	None	None	Negative	Fold_1
Q5TBK1	Homo sapiens	Metazoa	243	None	None	Negative	Fold_1
Q29441	Bos taurus	Metazoa	706	None	None	Negative	Fold_3
Q5YD48	Mus musculus	Metazoa	595	None	None	Negative	Fold_3
Q90705	Gallus gallus	Metazoa	858	None	None	Negative	Fold_5
Q5M9G3	Rattus norvegicus	Metazoa	707	None	None	Negative	Fold_3
Q91V33	Rattus norvegicus	Metazoa	443	None	None	Negative	Fold_4
Q9FXA7	Arabidopsis thaliana	Viridiplantae	383	None	None	Negative	Fold_4
Q12581	Candida maltosa	Fungi	526	None	None	Negative	Fold_5
P00569	Oryctolagus cuniculus	Metazoa	194	None	None	Negative	Fold_5
Q6PIZ9	Homo sapiens	Metazoa	186	None	None	Negative	Fold_4
P53298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	None	None	Negative	Fold_1
Q6IN85	Homo sapiens	Metazoa	833	None	None	Negative	Fold_3
Q9HB14	Homo sapiens	Metazoa	408	None	None	Negative	Fold_4
Q9H1X3	Homo sapiens	Metazoa	360	None	None	Negative	Fold_3
Q9BWW7	Homo sapiens	Metazoa	348	None	None	Negative	Fold_2
Q9SH14	Arabidopsis thaliana	Viridiplantae	120	None	None	Negative	Fold_4
Q08834	Rattus norvegicus	Metazoa	740	None	None	Negative	Fold_4
Q9LMR3	Arabidopsis thaliana	Viridiplantae	358	None	None	Negative	Fold_4
P01066	Arachis hypogaea	Viridiplantae	70	None	None	Negative	Fold_4
P53114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132	None	None	Negative	Fold_4
Q9CQE5	Mus musculus	Metazoa	181	None	None	Negative	Fold_4
Q61187	Mus musculus	Metazoa	391	None	None	Negative	Fold_1
P0CX85	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120	None	None	Negative	Fold_4
Q9H6D3	Homo sapiens	Metazoa	395	None	None	Negative	Fold_4
Q9ZR12	Arabidopsis thaliana	Viridiplantae	585	None	None	Negative	Fold_2
P49367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	693	None	None	Negative	Fold_5
Q8N1S5	Homo sapiens	Metazoa	342	None	None	Negative	Fold_3
O70443	Mus musculus	Metazoa	355	None	None	Negative	Fold_5
Q8IUG1	Homo sapiens	Metazoa	167	None	None	Negative	Fold_4
Q9R257	Mus musculus	Metazoa	190	None	None	Negative	Fold_5
Q9IAY5	Gallus gallus	Metazoa	314	None	None	Negative	Fold_3
P34240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	503	None	None	Negative	Fold_4
A4KAG8	Oryza sativa subsp. japonica	Viridiplantae	821	None	None	Negative	Fold_5
Q52KF3	Mus musculus	Metazoa	598	None	None	Negative	Fold_1
A0A5Q0QP64	Cyclocybe aegerita	Fungi	342	None	None	Negative	Fold_2
Q6VVX2	Cricetulus griseus	Metazoa	598	None	None	Negative	Fold_5
Q05BQ5	Homo sapiens	Metazoa	628	None	None	Negative	Fold_2
Q22495	Caenorhabditis elegans	Metazoa	308	None	None	Negative	Fold_4
U3UA11	Catharanthus roseus	Viridiplantae	454	None	None	Negative	Fold_4
Q9VCU7	Drosophila melanogaster	Metazoa	691	None	None	Negative	Fold_3
Q70CQ3	Homo sapiens	Metazoa	517	None	None	Negative	Fold_5
P97447	Mus musculus	Metazoa	280	None	None	Negative	Fold_3
P87050	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	775	None	None	Negative	Fold_2
M1W0X9	Claviceps purpurea (strain 20.1)	Fungi	483	None	None	Negative	Fold_4
Q91ZK4	Mus musculus	Metazoa	381	None	None	Negative	Fold_3
Q59VM4	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	536	None	None	Negative	Fold_3
P02106	Macropus giganteus	Metazoa	146	None	None	Negative	Fold_5
Q6IQ22	Homo sapiens	Metazoa	244	None	None	Negative	Fold_3
G1U0Q2	Oryctolagus cuniculus	Metazoa	145	None	None	Negative	Fold_2
P04633	Rattus norvegicus	Metazoa	307	None	None	Negative	Fold_5
B0BMZ6	Rattus norvegicus	Metazoa	332	None	None	Negative	Fold_5
P06795	Mus musculus	Metazoa	1276	None	None	Negative	Fold_3
Q12906	Homo sapiens	Metazoa	894	None	None	Negative	Fold_2
A0A142BX70	Xanthium strumarium	Viridiplantae	548	None	None	Negative	Fold_5
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	None	None	Negative	Fold_4
Q9W148	Drosophila melanogaster	Metazoa	731	None	None	Negative	Fold_3
Q95QK3	Caenorhabditis elegans	Metazoa	1061	None	None	Negative	Fold_1
P54632	Dictyostelium discoideum	Other	252	None	None	Negative	Fold_3
O77676	Oryctolagus cuniculus	Metazoa	671	None	None	Negative	Fold_4
