EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
Q5HZE4	Rattus norvegicus	Metazoa	369	None	None
Q5HZH2	Mus musculus	Metazoa	323	None	None
Q5HZV9	Rattus norvegicus	Metazoa	360	None	None
Q5I0H5	Rattus norvegicus	Metazoa	520	None	None
Q5M820	Rattus norvegicus	Metazoa	125	None	None
Q5M947	Rattus norvegicus	Metazoa	280	None	None
Q5M9H0	Rattus norvegicus	Metazoa	663	None	None
Q5N8J1	Oryza sativa subsp. japonica	Viridiplantae	230	None	None
Q5NCX5	Mus musculus	Metazoa	1563	None	None
Q5PPI3	Rattus norvegicus	Metazoa	139	None	None
Q5PQN4	Rattus norvegicus	Metazoa	719	None	None
Q5PQR3	Rattus norvegicus	Metazoa	612	None	None
Q5QM06	Oryza sativa subsp. japonica	Viridiplantae	171	None	None
Q5RJK8	Rattus norvegicus	Metazoa	282	None	None
Q5RKI6	Rattus norvegicus	Metazoa	167	None	None
Q5SP67	Danio rerio	Metazoa	576	None	None
Q5SSI6	Mus musculus	Metazoa	552	None	None
Q5SWP3	Mus musculus	Metazoa	1504	None	None
Q5U2N0	Rattus norvegicus	Metazoa	586	None	None
Q5U2R6	Rattus norvegicus	Metazoa	304	None	None
Q5U4C3	Mus musculus	Metazoa	1256	None	None
Q5VRM0	Oryza sativa subsp. japonica	Viridiplantae	91	None	None
Q5XG71	Mus musculus	Metazoa	2788	None	None
Q5XHX2	Rattus norvegicus	Metazoa	753	None	None
Q5XHX9	Rattus norvegicus	Metazoa	475	None	None
Q5XI00	Rattus norvegicus	Metazoa	566	None	None
Q5XI67	Rattus norvegicus	Metazoa	742	None	None
Q5XI72	Rattus norvegicus	Metazoa	248	None	None
Q5XIG4	Rattus norvegicus	Metazoa	247	None	None
Q60EH4	Oryza sativa subsp. japonica	Viridiplantae	597	None	None
Q61035	Mus musculus	Metazoa	509	None	None
Q61120	Mus musculus	Metazoa	474	None	None
Q62147	Mus musculus	Metazoa	216	None	None
Q63244	Rattus norvegicus	Metazoa	399	None	None
Q63362	Rattus norvegicus	Metazoa	116	None	None
Q63430	Rattus norvegicus	Metazoa	154	None	None
Q64256	Rattus norvegicus	Metazoa	104	None	None
Q64335	Rattus norvegicus	Metazoa	188	None	None
Q64433	Mus musculus	Metazoa	102	None	None
Q651E8	Oryza sativa subsp. japonica	Viridiplantae	175	None	None
Q66HC5	Rattus norvegicus	Metazoa	819	None	None
Q66JS6	Mus musculus	Metazoa	263	None	None
Q66JT5	Mus musculus	Metazoa	296	None	None
Q67J19	Oryza sativa subsp. japonica	Viridiplantae	264	None	None
Q67WJ8	Oryza sativa subsp. japonica	Viridiplantae	298	None	None
Q67XQ0	Arabidopsis thaliana	Viridiplantae	494	None	None
Q68FD9	Mus musculus	Metazoa	1940	None	None
Q68FE8	Mus musculus	Metazoa	974	None	None
Q68FH4	Mus musculus	Metazoa	458	None	None
Q68FR3	Rattus norvegicus	Metazoa	461	None	None
Q68FS1	Rattus norvegicus	Metazoa	271	None	None
Q68FU8	Rattus norvegicus	Metazoa	644	None	None
Q68FW2	Rattus norvegicus	Metazoa	273	None	None
Q692V3	Mus musculus	Metazoa	1318	None	None
Q69J40	Oryza sativa subsp. japonica	Viridiplantae	224	None	None
Q69ZT9	Mus musculus	Metazoa	766	None	None
Q6AYC5	Rattus norvegicus	Metazoa	482	None	None
Q6AYG5	Rattus norvegicus	Metazoa	299	None	None
Q6AYT4	Rattus norvegicus	Metazoa	286	None	None
Q6AZ54	Rattus norvegicus	Metazoa	514	None	None
Q6B860	Bos taurus	Metazoa	128	None	None
Q6DH66	Danio rerio	Metazoa	146	None	None
Q6DI35	Danio rerio	Metazoa	832	None	None
Q6DRL5	Danio rerio	Metazoa	1269	None	None
Q6ED65	Rattus norvegicus	Metazoa	1977	None	None
Q6GQT5	Mus musculus	Metazoa	468	None	None
Q6H6V4	Oryza sativa subsp. japonica	Viridiplantae	908	None	None
Q6KC51	Rattus norvegicus	Metazoa	612	None	None
Q6L4F8	Oryza sativa subsp. japonica	Viridiplantae	336	None	None
Q6NMI3	Arabidopsis thaliana	Viridiplantae	680	None	None
Q6NXH9	Mus musculus	Metazoa	539	None	None
Q6NZQ0	Mus musculus	Metazoa	333	None	None
Q6P0D5	Danio rerio	Metazoa	640	None	None
Q6P8I6	Mus musculus	Metazoa	275	None	None
Q6PAM0	Mus musculus	Metazoa	271	None	None
Q6PBY1	Danio rerio	Metazoa	267	None	None
Q6PD24	Mus musculus	Metazoa	605	None	None
Q6PEV3	Mus musculus	Metazoa	440	None	None
Q6PGG2	Mus musculus	Metazoa	971	None	None
Q6PGH1	Mus musculus	Metazoa	144	None	None
Q6PHN1	Mus musculus	Metazoa	1016	None	None
Q6T393	Rattus norvegicus	Metazoa	789	None	None
Q6TEN6	Danio rerio	Metazoa	724	None	None
Q6TNP8	Danio rerio	Metazoa	327	None	None
Q6YC49	Bos taurus	Metazoa	326	None	None
Q6Z348	Oryza sativa subsp. japonica	Viridiplantae	186	None	None
Q6Z401	Oryza sativa subsp. japonica	Viridiplantae	530	None	None
Q6Z5J6	Oryza sativa subsp. japonica	Viridiplantae	821	None	None
Q6Z8D0	Oryza sativa subsp. japonica	Viridiplantae	531	None	None
Q6ZI01	Oryza sativa subsp. japonica	Viridiplantae	213	None	None
Q6ZJ08	Oryza sativa subsp. japonica	Viridiplantae	435	None	None
Q6ZPR6	Mus musculus	Metazoa	1352	None	None
Q703I1	Rattus norvegicus	Metazoa	291	None	None
Q75PQ8	Rattus norvegicus	Metazoa	576	None	None
Q761Z9	Oryza sativa subsp. japonica	Viridiplantae	647	None	None
Q78T54	Mus musculus	Metazoa	101	None	None
Q78ZA7	Mus musculus	Metazoa	375	None	None
Q7F9R9	Oryza sativa subsp. japonica	Viridiplantae	201	None	None
Q7JP68	Caenorhabditis elegans	Metazoa	398	None	None
Q7K2B0	Drosophila melanogaster	Metazoa	358	None	None
Q7K6X4	Caenorhabditis elegans	Metazoa	497	None	None
Q7KN90	Drosophila melanogaster	Metazoa	741	None	None
Q7KV14	Drosophila melanogaster	Metazoa	172	None	None
Q7M0E7	Rattus norvegicus	Metazoa	145	None	None
Q7TNS2	Mus musculus	Metazoa	76	None	None
Q7TPF1	Rattus norvegicus	Metazoa	97	None	None
Q7TQI0	Mus musculus	Metazoa	226	None	None
Q7TSC1	Mus musculus	Metazoa	2158	None	None
Q7X9A8	Oryza sativa subsp. japonica	Viridiplantae	425	None	None
Q7XEM4	Oryza sativa subsp. japonica	Viridiplantae	523	None	None
Q7XJK6	Arabidopsis thaliana	Viridiplantae	366	None	None
Q7XJU1	Arabidopsis thaliana	Viridiplantae	153	None	None
Q7XPW5	Oryza sativa subsp. japonica	Viridiplantae	248	None	None
Q7XXN5	Oryza sativa subsp. japonica	Viridiplantae	437	None	None
Q80T22	Rattus norvegicus	Metazoa	484	None	None
Q80TL7	Mus musculus	Metazoa	1715	None	None
Q80UK0	Mus musculus	Metazoa	696	None	None
Q80WT5	Mus musculus	Metazoa	931	None	None
Q80XS6	Mus musculus	Metazoa	687	None	None
Q84JL7	Arabidopsis thaliana	Viridiplantae	330	None	None
Q84T08	Oryza sativa subsp. japonica	Viridiplantae	265	None	None
Q84VK7	Oryza sativa subsp. japonica	Viridiplantae	129	None	None
Q84WJ9	Arabidopsis thaliana	Viridiplantae	328	None	None
Q84WK5	Arabidopsis thaliana	Viridiplantae	243	None	None
Q86JA1	Dictyostelium discoideum	Other	428	None	None
Q86ZR7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	None	None
Q8BG92	Mus musculus	Metazoa	327	None	None
Q8BGR5	Mus musculus	Metazoa	422	None	None
Q8BGV0	Mus musculus	Metazoa	477	None	None
Q8BH58	Mus musculus	Metazoa	271	None	None
Q8BHR8	Mus musculus	Metazoa	331	None	None
Q8BIX3	Mus musculus	Metazoa	276	None	None
Q8BJZ4	Mus musculus	Metazoa	320	None	None
Q8BLR2	Mus musculus	Metazoa	557	None	None
Q8BLR5	Mus musculus	Metazoa	1005	None	None
Q8BM39	Mus musculus	Metazoa	342	None	None
Q8BN58	Mus musculus	Metazoa	729	None	None
Q8BP56	Mus musculus	Metazoa	690	None	None
Q8BQ30	Mus musculus	Metazoa	594	None	None
Q8BR90	Mus musculus	Metazoa	294	None	None
Q8BRJ3	Mus musculus	Metazoa	303	None	None
Q8BTR5	Mus musculus	Metazoa	163	None	None
Q8BUM9	Mus musculus	Metazoa	1132	None	None
Q8BUY8	Mus musculus	Metazoa	826	None	None
Q8BVI4	Mus musculus	Metazoa	241	None	None
Q8BVU0	Mus musculus	Metazoa	778	None	None
Q8BWJ3	Mus musculus	Metazoa	1235	None	None
Q8BXF8	Mus musculus	Metazoa	369	None	None
Q8BXT1	Mus musculus	Metazoa	180	None	None
Q8BZS9	Mus musculus	Metazoa	744	None	None
Q8C008	Mus musculus	Metazoa	778	None	None
Q8C163	Mus musculus	Metazoa	368	None	None
Q8C166	Mus musculus	Metazoa	536	None	None
Q8C407	Mus musculus	Metazoa	246	None	None
Q8C547	Mus musculus	Metazoa	2070	None	None
Q8C561	Mus musculus	Metazoa	694	None	None
Q8C5P5	Mus musculus	Metazoa	467	None	None
Q8C729	Mus musculus	Metazoa	530	None	None
Q8C9H6	Mus musculus	Metazoa	844	None	None
Q8C9S4	Mus musculus	Metazoa	917	None	None
Q8CDN6	Mus musculus	Metazoa	289	None	None
Q8CEI1	Mus musculus	Metazoa	110	None	None
Q8CFA2	Mus musculus	Metazoa	403	None	None
Q8CFJ7	Mus musculus	Metazoa	288	None	None
Q8CFK2	Mus musculus	Metazoa	676	None	None
Q8CH19	Mus musculus	Metazoa	720	None	None
Q8CH40	Mus musculus	Metazoa	313	None	None
Q8CH62	Mus musculus	Metazoa	137	None	None
Q8CIG0	Mus musculus	Metazoa	804	None	None
Q8CIM7	Mus musculus	Metazoa	500	None	None
Q8CIP5	Mus musculus	Metazoa	1345	None	None
Q8GWU0	Arabidopsis thaliana	Viridiplantae	301	None	None
Q8GXR5	Arabidopsis thaliana	Viridiplantae	317	None	None
Q8GXT3	Arabidopsis thaliana	Viridiplantae	454	None	None
Q8GYA6	Arabidopsis thaliana	Viridiplantae	386	None	None
Q8GYF7	Arabidopsis thaliana	Viridiplantae	377	None	None
Q8GYM1	Arabidopsis thaliana	Viridiplantae	218	None	None
Q8H173	Arabidopsis thaliana	Viridiplantae	280	None	None
Q8H395	Oryza sativa subsp. japonica	Viridiplantae	244	None	None
Q8IPZ7	Drosophila melanogaster	Metazoa	121	None	None
Q8IRT0	Drosophila melanogaster	Metazoa	911	None	None
Q8K072	Mus musculus	Metazoa	257	None	None
Q8K2Q7	Mus musculus	Metazoa	411	None	None
Q8K396	Mus musculus	Metazoa	205	None	None
Q8K3M5	Mus musculus	Metazoa	476	None	None
Q8K3V1	Mus musculus	Metazoa	295	None	None
Q8K3Z9	Mus musculus	Metazoa	1200	None	None
Q8K459	Mus musculus	Metazoa	51	None	None
Q8L4J2	Arabidopsis thaliana	Viridiplantae	429	None	None
Q8L4S2	Oryza sativa subsp. japonica	Viridiplantae	444	None	None
Q8L773	Arabidopsis thaliana	Viridiplantae	244	None	None
Q8L7S4	Arabidopsis thaliana	Viridiplantae	634	None	None
Q8L7W0	Arabidopsis thaliana	Viridiplantae	351	None	None
Q8L870	Arabidopsis thaliana	Viridiplantae	274	None	None
Q8LAX0	Arabidopsis thaliana	Viridiplantae	347	None	None
Q8LDV3	Arabidopsis thaliana	Viridiplantae	185	None	None
Q8LGA1	Arabidopsis thaliana	Viridiplantae	308	None	None
Q8QZY9	Mus musculus	Metazoa	424	None	None
Q8R0J7	Mus musculus	Metazoa	285	None	None
Q8R1N4	Mus musculus	Metazoa	363	None	None
Q8R2S1	Mus musculus	Metazoa	544	None	None
Q8R2V5	Mus musculus	Metazoa	381	None	None
Q8R411	Mus musculus	Metazoa	188	None	None
Q8R4C0	Rattus norvegicus	Metazoa	640	None	None
Q8R4E4	Mus musculus	Metazoa	245	None	None
Q8R4G8	Rattus norvegicus	Metazoa	257	None	None
Q8R5F8	Mus musculus	Metazoa	716	None	None
Q8RWF0	Arabidopsis thaliana	Viridiplantae	386	None	None
Q8RWM7	Arabidopsis thaliana	Viridiplantae	174	None	None
Q8RX33	Arabidopsis thaliana	Viridiplantae	233	None	None
Q8TA03	Dictyostelium discoideum	Other	493	None	None
Q8VC57	Mus musculus	Metazoa	234	None	None
Q8VCR7	Mus musculus	Metazoa	210	None	None
Q8VDC0	Mus musculus	Metazoa	902	None	None
Q8VDJ3	Mus musculus	Metazoa	1268	None	None
Q8VDT1	Mus musculus	Metazoa	685	None	None
Q8VHL5	Mus musculus	Metazoa	183	None	None
Q8VHW3	Mus musculus	Metazoa	260	None	None
Q8VIG2	Rattus norvegicus	Metazoa	1735	None	None
Q8VXU6	Arabidopsis thaliana	Viridiplantae	224	None	None
Q8VYB1	Arabidopsis thaliana	Viridiplantae	196	None	None
Q8VYI5	Arabidopsis thaliana	Viridiplantae	108	None	None
Q8VZG1	Arabidopsis thaliana	Viridiplantae	488	None	None
Q8VZI7	Arabidopsis thaliana	Viridiplantae	108	None	None
Q8WTJ4	Caenorhabditis elegans	Metazoa	437	None	None
Q90257	Danio rerio	Metazoa	270	None	None
Q91VC7	Mus musculus	Metazoa	147	None	None
Q91VR2	Mus musculus	Metazoa	298	None	None
Q91XC8	Mus musculus	Metazoa	102	None	None
Q91XT6	Mus musculus	Metazoa	489	None	None
Q91YM4	Mus musculus	Metazoa	630	None	None
Q920M7	Mus musculus	Metazoa	470	None	None
Q920R4	Rattus norvegicus	Metazoa	1346	None	None
Q922H9	Mus musculus	Metazoa	316	None	None
Q925E0	Mus musculus	Metazoa	539	None	None
Q925N2	Mus musculus	Metazoa	322	None	None
Q93YV6	Arabidopsis thaliana	Viridiplantae	500	None	None
Q93Z17	Arabidopsis thaliana	Viridiplantae	173	None	None
Q941A6	Arabidopsis thaliana	Viridiplantae	142	None	None
Q94546	Drosophila melanogaster	Metazoa	725	None	None
Q94BU1	Arabidopsis thaliana	Viridiplantae	692	None	None
Q94C59	Arabidopsis thaliana	Viridiplantae	540	None	None
Q94GM9	Oryza sativa subsp. japonica	Viridiplantae	830	None	None
Q95108	Bos taurus	Metazoa	166	None	None
Q95J56	Bos taurus	Metazoa	699	None	None
Q95RI5	Drosophila melanogaster	Metazoa	418	None	None
Q95SS8	Drosophila melanogaster	Metazoa	236	None	None
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	None	None
Q99JI4	Mus musculus	Metazoa	389	None	None
Q99JT1	Mus musculus	Metazoa	557	None	None
Q99KI3	Mus musculus	Metazoa	261	None	None
Q99KN2	Mus musculus	Metazoa	339	None	None
Q99L13	Mus musculus	Metazoa	335	None	None
Q99LB7	Mus musculus	Metazoa	919	None	None
Q99LC8	Mus musculus	Metazoa	305	None	None
Q99LD9	Mus musculus	Metazoa	351	None	None
Q99LG2	Mus musculus	Metazoa	887	None	None
Q99LH1	Mus musculus	Metazoa	728	None	None
Q99LI7	Mus musculus	Metazoa	717	None	None
Q99LP6	Mus musculus	Metazoa	217	None	None
Q99M07	Mus musculus	Metazoa	74	None	None
Q99M31	Mus musculus	Metazoa	509	None	None
Q99MX0	Mus musculus	Metazoa	595	None	None
Q99PG2	Mus musculus	Metazoa	633	None	None
Q99PS0	Mus musculus	Metazoa	422	None	None
Q9ASU7	Arabidopsis thaliana	Viridiplantae	345	None	None
Q9C551	Arabidopsis thaliana	Viridiplantae	537	None	None
Q9C593	Arabidopsis thaliana	Viridiplantae	264	None	None
Q9C5D0	Arabidopsis thaliana	Viridiplantae	238	None	None
Q9C5P6	Arabidopsis thaliana	Viridiplantae	226	None	None
Q9C682	Arabidopsis thaliana	Viridiplantae	226	None	None
Q9C7K0	Arabidopsis thaliana	Viridiplantae	282	None	None
Q9C7P6	Arabidopsis thaliana	Viridiplantae	240	None	None
Q9CA27	Arabidopsis thaliana	Viridiplantae	324	None	None
Q9CAV0	Arabidopsis thaliana	Viridiplantae	262	None	None
Q9CB03	Arabidopsis thaliana	Viridiplantae	694	None	None
Q9CPZ8	Mus musculus	Metazoa	106	None	None
Q9CQ28	Mus musculus	Metazoa	267	None	None
Q9CQ35	Mus musculus	Metazoa	332	None	None
Q9CQE8	Mus musculus	Metazoa	244	None	None
Q9CQJ6	Mus musculus	Metazoa	198	None	None
Q9CQL4	Mus musculus	Metazoa	149	None	None
Q9CQL7	Mus musculus	Metazoa	125	None	None
Q9CQN6	Mus musculus	Metazoa	114	None	None
Q9CQQ8	Mus musculus	Metazoa	103	None	None
Q9CQX5	Mus musculus	Metazoa	253	None	None
Q9CRB0	Mus musculus	Metazoa	169	None	None
Q9CT10	Mus musculus	Metazoa	491	None	None
Q9CWH5	Mus musculus	Metazoa	460	None	None
Q9CWR1	Mus musculus	Metazoa	371	None	None
Q9CXG3	Mus musculus	Metazoa	492	None	None
Q9CXK8	Mus musculus	Metazoa	180	None	None
Q9CXL1	Mus musculus	Metazoa	157	None	None
Q9CXW2	Mus musculus	Metazoa	359	None	None
Q9CYC5	Mus musculus	Metazoa	348	None	None
Q9CYH2	Mus musculus	Metazoa	218	None	None
Q9CYI0	Mus musculus	Metazoa	393	None	None
Q9CYK1	Mus musculus	Metazoa	360	None	None
Q9CZP3	Mus musculus	Metazoa	541	None	None
Q9D011	Mus musculus	Metazoa	178	None	None
Q9D035	Mus musculus	Metazoa	207	None	None
Q9D083	Mus musculus	Metazoa	201	None	None
Q9D0B8	Mus musculus	Metazoa	379	None	None
Q9D0L7	Mus musculus	Metazoa	306	None	None
Q9D0R8	Mus musculus	Metazoa	195	None	None
Q9D1B9	Mus musculus	Metazoa	257	None	None
Q9D1H6	Mus musculus	Metazoa	173	None	None
Q9D1J1	Mus musculus	Metazoa	266	None	None
Q9D1Q4	Mus musculus	Metazoa	92	None	None
Q9D1R1	Mus musculus	Metazoa	230	None	None
Q9D428	Mus musculus	Metazoa	167	None	None
Q9D4C5	Mus musculus	Metazoa	268	None	None
Q9D4F8	Mus musculus	Metazoa	667	None	None
Q9D6T1	Mus musculus	Metazoa	475	None	None
Q9D6Y4	Mus musculus	Metazoa	120	None	None
Q9D786	Mus musculus	Metazoa	619	None	None
Q9D7E3	Mus musculus	Metazoa	225	None	None
Q9D7S7	Mus musculus	Metazoa	122	None	None
Q9D7V1	Mus musculus	Metazoa	421	None	None
Q9D7X8	Mus musculus	Metazoa	188	None	None
Q9D819	Mus musculus	Metazoa	289	None	None
Q9D8L5	Mus musculus	Metazoa	442	None	None
Q9D8X2	Mus musculus	Metazoa	217	None	None
Q9D8Y1	Mus musculus	Metazoa	196	None	None
Q9D9D9	Mus musculus	Metazoa	101	None	None
Q9D9Z7	Mus musculus	Metazoa	123	None	None
Q9DA73	Mus musculus	Metazoa	370	None	None
Q9DBB8	Mus musculus	Metazoa	333	None	None
Q9DBR3	Mus musculus	Metazoa	673	None	None
Q9DC61	Mus musculus	Metazoa	524	None	None
Q9DCE5	Mus musculus	Metazoa	382	None	None
Q9DCT6	Mus musculus	Metazoa	171	None	None
Q9DCX1	Mus musculus	Metazoa	276	None	None
Q9EQI8	Mus musculus	Metazoa	283	None	None
Q9ER73	Mus musculus	Metazoa	422	None	None
Q9ERZ0	Mus musculus	Metazoa	503	None	None
Q9FFS3	Arabidopsis thaliana	Viridiplantae	179	None	None
Q9FGP9	Arabidopsis thaliana	Viridiplantae	433	None	None
Q9FH22	Arabidopsis thaliana	Viridiplantae	150	None	None
Q9FH95	Arabidopsis thaliana	Viridiplantae	352	None	None
Q9FHK0	Arabidopsis thaliana	Viridiplantae	316	None	None
Q9FHZ2	Arabidopsis thaliana	Viridiplantae	186	None	None
Q9FIA7	Arabidopsis thaliana	Viridiplantae	148	None	None
Q9FIJ4	Arabidopsis thaliana	Viridiplantae	199	None	None
Q9FIK2	Arabidopsis thaliana	Viridiplantae	369	None	None
Q9FIN7	Arabidopsis thaliana	Viridiplantae	2376	None	None
Q9FJA6	Arabidopsis thaliana	Viridiplantae	248	None	None
Q9FJN9	Arabidopsis thaliana	Viridiplantae	220	None	None
Q9FK59	Arabidopsis thaliana	Viridiplantae	221	None	None
Q9FK81	Arabidopsis thaliana	Viridiplantae	111	None	None
Q9FKC5	Arabidopsis thaliana	Viridiplantae	114	None	None
Q9FKW8	Arabidopsis thaliana	Viridiplantae	136	None	None
Q9FL03	Arabidopsis thaliana	Viridiplantae	584	None	None
Q9FNP0	Arabidopsis thaliana	Viridiplantae	173	None	None
Q9FXI5	Arabidopsis thaliana	Viridiplantae	794	None	None
Q9FYF9	Arabidopsis thaliana	Viridiplantae	379	None	None
Q9FZD9	Arabidopsis thaliana	Viridiplantae	695	None	None
Q9GYU7	Drosophila melanogaster	Metazoa	133	None	None
Q9GYV9	Drosophila melanogaster	Metazoa	220	None	None
Q9JJW1	Rattus norvegicus	Metazoa	221	None	None
Q9JKE9	Rattus norvegicus	Metazoa	312	None	None
Q9JKT2	Mus musculus	Metazoa	335	None	None
Q9LDY5	Arabidopsis thaliana	Viridiplantae	247	None	None
Q9LEU8	Arabidopsis thaliana	Viridiplantae	517	None	None
Q9LFH5	Arabidopsis thaliana	Viridiplantae	166	None	None
Q9LHS7	Arabidopsis thaliana	Viridiplantae	500	None	None
Q9LJ74	Arabidopsis thaliana	Viridiplantae	388	None	None
Q9LJF5	Arabidopsis thaliana	Viridiplantae	359	None	None
Q9LJX1	Arabidopsis thaliana	Viridiplantae	92	None	None
Q9LK57	Arabidopsis thaliana	Viridiplantae	394	None	None
Q9LK91	Arabidopsis thaliana	Viridiplantae	652	None	None
Q9LM59	Arabidopsis thaliana	Viridiplantae	599	None	None
Q9LMI0	Arabidopsis thaliana	Viridiplantae	851	None	None
Q9LPV8	Arabidopsis thaliana	Viridiplantae	434	None	None
Q9LQU7	Arabidopsis thaliana	Viridiplantae	604	None	None
Q9LRP1	Arabidopsis thaliana	Viridiplantae	269	None	None
Q9LS48	Arabidopsis thaliana	Viridiplantae	316	None	None
Q9LSD8	Arabidopsis thaliana	Viridiplantae	120	None	None
Q9LSQ6	Arabidopsis thaliana	Viridiplantae	127	None	None
Q9LSY6	Arabidopsis thaliana	Viridiplantae	479	None	None
Q9LSY8	Arabidopsis thaliana	Viridiplantae	485	None	None
Q9LTI5	Arabidopsis thaliana	Viridiplantae	610	None	None
Q9LU85	Arabidopsis thaliana	Viridiplantae	242	None	None
Q9LU91	Arabidopsis thaliana	Viridiplantae	453	None	None
Q9LUE2	Arabidopsis thaliana	Viridiplantae	605	None	None
Q9LVL4	Arabidopsis thaliana	Viridiplantae	296	None	None
Q9LVW2	Arabidopsis thaliana	Viridiplantae	331	None	None
Q9LXU9	Arabidopsis thaliana	Viridiplantae	562	None	None
Q9LXX4	Arabidopsis thaliana	Viridiplantae	620	None	None
Q9LY61	Arabidopsis thaliana	Viridiplantae	428	None	None
Q9LZB8	Arabidopsis thaliana	Viridiplantae	634	None	None
Q9LZC3	Arabidopsis thaliana	Viridiplantae	562	None	None
Q9LZH9	Arabidopsis thaliana	Viridiplantae	256	None	None
Q9M065	Arabidopsis thaliana	Viridiplantae	412	None	None
Q9M1K9	Arabidopsis thaliana	Viridiplantae	272	None	None
Q9M280	Arabidopsis thaliana	Viridiplantae	116	None	None
Q9M2B4	Arabidopsis thaliana	Viridiplantae	250	None	None
Q9M2F9	Arabidopsis thaliana	Viridiplantae	646	None	None
Q9M310	Arabidopsis thaliana	Viridiplantae	411	None	None
Q9M337	Arabidopsis thaliana	Viridiplantae	82	None	None
Q9M339	Arabidopsis thaliana	Viridiplantae	249	None	None
Q9M3B4	Arabidopsis thaliana	Viridiplantae	438	None	None
Q9M5P2	Arabidopsis thaliana	Viridiplantae	289	None	None
Q9M9F1	Arabidopsis thaliana	Viridiplantae	220	None	None
Q9M9G7	Arabidopsis thaliana	Viridiplantae	256	None	None
Q9M9M6	Arabidopsis thaliana	Viridiplantae	110	None	None
Q9MA63	Arabidopsis thaliana	Viridiplantae	246	None	None
Q9MAB3	Arabidopsis thaliana	Viridiplantae	533	None	None
Q9MAH3	Arabidopsis thaliana	Viridiplantae	438	None	None
Q9N0H5	Bos taurus	Metazoa	389	None	None
Q9N392	Caenorhabditis elegans	Metazoa	457	None	None
Q9QXT1	Mus musculus	Metazoa	280	None	None
Q9QY33	Mus musculus	Metazoa	253	None	None
Q9R0Z7	Rattus norvegicus	Metazoa	315	None	None
Q9S7P8	Arabidopsis thaliana	Viridiplantae	122	None	None
Q9S825	Arabidopsis thaliana	Viridiplantae	437	None	None
Q9S9Q9	Arabidopsis thaliana	Viridiplantae	665	None	None
Q9SA34	Arabidopsis thaliana	Viridiplantae	502	None	None
Q9SAA7	Arabidopsis thaliana	Viridiplantae	201	None	None
Q9SD11	Arabidopsis thaliana	Viridiplantae	103	None	None
Q9SF91	Arabidopsis thaliana	Viridiplantae	218	None	None
Q9SG91	Arabidopsis thaliana	Viridiplantae	72	None	None
Q9SGC1	Arabidopsis thaliana	Viridiplantae	585	None	None
Q9SHE9	Arabidopsis thaliana	Viridiplantae	172	None	None
Q9SJK6	Arabidopsis thaliana	Viridiplantae	1082	None	None
Q9SK32	Arabidopsis thaliana	Viridiplantae	509	None	None
Q9SL70	Arabidopsis thaliana	Viridiplantae	571	None	None
Q9SN22	Arabidopsis thaliana	Viridiplantae	410	None	None
Q9SR19	Arabidopsis thaliana	Viridiplantae	449	None	None
Q9SRI1	Arabidopsis thaliana	Viridiplantae	302	None	None
Q9SRZ0	Arabidopsis thaliana	Viridiplantae	742	None	None
Q9STN3	Arabidopsis thaliana	Viridiplantae	1041	None	None
Q9STS6	Arabidopsis thaliana	Viridiplantae	328	None	None
Q9SUI2	Arabidopsis thaliana	Viridiplantae	754	None	None
Q9SUS3	Arabidopsis thaliana	Viridiplantae	894	None	None
Q9SV09	Arabidopsis thaliana	Viridiplantae	540	None	None
Q9SVT8	Arabidopsis thaliana	Viridiplantae	504	None	None
Q9SW09	Arabidopsis thaliana	Viridiplantae	177	None	None
Q9SX77	Arabidopsis thaliana	Viridiplantae	257	None	None
Q9SYM1	Arabidopsis thaliana	Viridiplantae	856	None	None
Q9SYQ0	Arabidopsis thaliana	Viridiplantae	463	None	None
Q9SZB2	Arabidopsis thaliana	Viridiplantae	268	None	None
Q9SZE1	Arabidopsis thaliana	Viridiplantae	334	None	None
Q9TS87	Bos taurus	Metazoa	201	None	None
Q9TXI0	Caenorhabditis elegans	Metazoa	233	None	None
Q9TXP0	Caenorhabditis elegans	Metazoa	83	None	None
Q9U2D6	Caenorhabditis elegans	Metazoa	732	None	None
Q9U3L0	Caenorhabditis elegans	Metazoa	240	None	None
Q9V3G1	Drosophila melanogaster	Metazoa	256	None	None
Q9V3N8	Drosophila melanogaster	Metazoa	286	None	None
Q9V7D2	Drosophila melanogaster	Metazoa	246	None	None
Q9V9A8	Drosophila melanogaster	Metazoa	880	None	None
Q9VCA2	Drosophila melanogaster	Metazoa	548	None	None
Q9VHB6	Drosophila melanogaster	Metazoa	327	None	None
Q9VL96	Drosophila melanogaster	Metazoa	627	None	None
Q9VLM7	Drosophila melanogaster	Metazoa	223	None	None
Q9VM46	Drosophila melanogaster	Metazoa	79	None	None
Q9VNE7	Drosophila melanogaster	Metazoa	85	None	None
Q9VNE9	Drosophila melanogaster	Metazoa	205	None	None
Q9VNX8	Drosophila melanogaster	Metazoa	638	None	None
Q9VTU4	Drosophila melanogaster	Metazoa	539	None	None
Q9VUN3	Drosophila melanogaster	Metazoa	217	None	None
Q9VVG4	Drosophila melanogaster	Metazoa	889	None	None
Q9VVI1	Drosophila melanogaster	Metazoa	420	None	None
Q9VZI3	Drosophila melanogaster	Metazoa	708	None	None
