Accession	Organism	Kingdom	Sequence length	N-term transmembrane
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	False
P51810	Homo sapiens	Metazoa	404	False
Q00731	Mus musculus	Metazoa	392	False
Q9M591	Arabidopsis thaliana	Viridiplantae	409	False
Q9SG11	Arabidopsis thaliana	Viridiplantae	352	False
Q9BT49	Homo sapiens	Metazoa	309	False
Q84VG7	Arabidopsis thaliana	Viridiplantae	587	False
Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
Q91X84	Mus musculus	Metazoa	619	False
P78317	Homo sapiens	Metazoa	190	False
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
O94761	Homo sapiens	Metazoa	1208	False
Q9DBA9	Mus musculus	Metazoa	547	False
Q9GZN7	Homo sapiens	Metazoa	287	False
P20398	Xenopus laevis	Metazoa	591	False
Q9H0E3	Homo sapiens	Metazoa	1048	False
Q05934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901	False
Q12153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	False
Q6PJT7	Homo sapiens	Metazoa	736	False
Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426	False
P29350	Homo sapiens	Metazoa	595	False
P97287	Mus musculus	Metazoa	331	False
Q99627	Homo sapiens	Metazoa	209	False
O43070	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613	False
P28648	Rattus norvegicus	Metazoa	238	True
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412	False
Q9CZG9	Mus musculus	Metazoa	140	False
P55241	Zea mays	Viridiplantae	516	False
P0CG48	Homo sapiens	Metazoa	685	False
Q93VM9	Arabidopsis thaliana	Viridiplantae	599	False
P23804	Mus musculus	Metazoa	489	False
P16522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	626	False
Q8LPS2	Arabidopsis thaliana	Viridiplantae	670	False
Q8WWY6	Homo sapiens	Metazoa	194	False
Q9ES73	Rattus norvegicus	Metazoa	775	False
Q9GZQ3	Homo sapiens	Metazoa	224	False
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218	False
Q6Q4H1	Hydra vulgaris	Metazoa	385	False
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384	False
P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886	False
O22161	Arabidopsis thaliana	Viridiplantae	930	False
Q8IG69	Caenorhabditis elegans	Metazoa	100	False
F4KH86	Arabidopsis thaliana	Viridiplantae	400	False
Q03124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	581	False
Q23794	Chironomus tentans	Metazoa	99	False
O47027	Chlamydomonas reinhardtii	Viridiplantae	570	False
Q8BUE4	Mus musculus	Metazoa	373	True
Q9VUF8	Drosophila melanogaster	Metazoa	540	False
D3Z6Q9	Mus musculus	Metazoa	489	False
Q62141	Mus musculus	Metazoa	1098	False
P25028	Drosophila melanogaster	Metazoa	696	False
Q9CQX8	Mus musculus	Metazoa	102	False
P26188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
P53289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263	False
Q3URQ0	Mus musculus	Metazoa	928	False
O88441	Mus musculus	Metazoa	263	False
Q924L1	Mus musculus	Metazoa	360	False
P83211	Bolinus brandaris	Metazoa	107	False
O13999	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187	True
Q8K440	Mus musculus	Metazoa	1620	True
P0C5Y9	Homo sapiens	Metazoa	115	False
A0A140LI88	Mus musculus	Metazoa	1857	False
O14310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933	False
Q8NE79	Homo sapiens	Metazoa	360	True
Q02950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
P32790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1244	False
Q7Z2G1	Homo sapiens	Metazoa	153	False
Q9URY2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474	False
Q8AWF4	Xenopus laevis	Metazoa	462	False
O13992	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	965	False
P59942	Homo sapiens	Metazoa	119	False
Q9Y6K9	Homo sapiens	Metazoa	419	False
B2RUZ4	Homo sapiens	Metazoa	78	False
Q91W39	Mus musculus	Metazoa	579	False
G5ECD9	Caenorhabditis elegans	Metazoa	321	False
Q5H9S7	Homo sapiens	Metazoa	520	False
Q9SNB6	Arabidopsis thaliana	Viridiplantae	395	False
Q08050	Homo sapiens	Metazoa	763	False
Q96LI5	Homo sapiens	Metazoa	555	False
Q9VYD1	Drosophila melanogaster	Metazoa	2313	False
Q12405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False
Q9VNB5	Drosophila melanogaster	Metazoa	486	False
Q9BZJ7	Homo sapiens	Metazoa	368	False
Q11120	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	False
A0A0G2K047	Rattus norvegicus	Metazoa	683	False
Q8BLG0	Mus musculus	Metazoa	1010	False
Q03036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False
Q5TAQ9	Homo sapiens	Metazoa	597	False
Q9FVV7	Arabidopsis thaliana	Viridiplantae	176	False
Q56VL3	Homo sapiens	Metazoa	154	False
Q9JIX9	Mus musculus	Metazoa	511	False
Q15120	Homo sapiens	Metazoa	406	False
Q67UU9	Oryza sativa subsp. japonica	Viridiplantae	426	False
Q9Y5X3	Homo sapiens	Metazoa	404	False
Q8L557	Arabidopsis thaliana	Viridiplantae	202	False
O44997	Caenorhabditis elegans	Metazoa	1425	False
Q9N4M4	Caenorhabditis elegans	Metazoa	8545	False
Q9LX93	Arabidopsis thaliana	Viridiplantae	301	True
O95210	Homo sapiens	Metazoa	358	True
Q924W6	Mus musculus	Metazoa	1344	False
P0C2B6	Bos taurus	Metazoa	128	False
Q9JJ28	Mus musculus	Metazoa	1271	False
Q802Y8	Danio rerio	Metazoa	671	False
Q9HAB3	Homo sapiens	Metazoa	445	True
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807	False
P36056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628	False
Q10332	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	830	False
Q43092	Pisum sativum	Viridiplantae	603	False
Q08119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	714	False
Q5NCS9	Mus musculus	Metazoa	454	True
Q8RWG2	Arabidopsis thaliana	Viridiplantae	652	False
Q9SW33	Arabidopsis thaliana	Viridiplantae	225	False
Q2TAK8	Homo sapiens	Metazoa	710	False
G5EF68	Caenorhabditis elegans	Metazoa	648	False
Q9BUA3	Homo sapiens	Metazoa	381	False
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075	False
Q12106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302	False
O94972	Homo sapiens	Metazoa	964	False
Q9STS7	Arabidopsis thaliana	Viridiplantae	353	False
Q9UUC7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	366	False
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279	False
Q9JII1	Mus musculus	Metazoa	647	False
Q8VDL9	Mus musculus	Metazoa	521	False
Q9CZ42	Mus musculus	Metazoa	343	False
Q9BVJ7	Homo sapiens	Metazoa	150	False
Q9Y6H6	Homo sapiens	Metazoa	103	True
Q9H204	Homo sapiens	Metazoa	178	False
Q15424	Homo sapiens	Metazoa	915	False
Q9SY69	Arabidopsis thaliana	Viridiplantae	913	False
O81852	Arabidopsis thaliana	Viridiplantae	916	False
Q9UMY1	Homo sapiens	Metazoa	257	False
Q5FWP4	Xenopus laevis	Metazoa	625	False
P33751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242	False
P03920	Bos taurus	Metazoa	606	True
Q9Z286	Rattus norvegicus	Metazoa	1608	False
Q8NEM7	Homo sapiens	Metazoa	779	False
Q9ZSZ8	Arabidopsis thaliana	Viridiplantae	330	False
P34440	Caenorhabditis elegans	Metazoa	261	False
Q8IZY5	Homo sapiens	Metazoa	108	False
Q12363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False
B0L3A2	Homo sapiens	Metazoa	85	True
Q8W4L5	Arabidopsis thaliana	Viridiplantae	790	False
Q15650	Homo sapiens	Metazoa	581	False
P36160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False
A1A6M1	Arabidopsis thaliana	Viridiplantae	387	False
Q9VQI9	Drosophila melanogaster	Metazoa	1673	False
P53125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264	False
Q86PD7	Drosophila melanogaster	Metazoa	354	False
Q5QJE6	Homo sapiens	Metazoa	756	False
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False
P42696	Homo sapiens	Metazoa	430	False
O60293	Homo sapiens	Metazoa	1989	False
Q3URU2	Mus musculus	Metazoa	1571	False
Q76LB1	Triticum aestivum	Viridiplantae	459	True
P40471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
Q8WV22	Homo sapiens	Metazoa	266	False
P15847	Plasmodium falciparum	Other	184	False
O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	False
P06841	Scyliorhinus canicula	Metazoa	45	False
Q5ZEP9	Caenorhabditis elegans	Metazoa	281	False
G2TRN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False
Q9N5R9	Caenorhabditis elegans	Metazoa	1030	False
P06269	Nicotiana tabacum	Viridiplantae	337	False
Q9FHK4	Arabidopsis thaliana	Viridiplantae	615	False
O35250	Mus musculus	Metazoa	697	False
Q8GYU3	Arabidopsis thaliana	Viridiplantae	1465	False
Q9SMS0	Arabidopsis thaliana	Viridiplantae	249	False
O48716	Arabidopsis thaliana	Viridiplantae	465	False
P98149	Drosophila melanogaster	Metazoa	667	False
Q94BU8	Arabidopsis thaliana	Viridiplantae	185	False
Q96N96	Homo sapiens	Metazoa	652	False
P29083	Homo sapiens	Metazoa	439	False
P40387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	513	False
P49704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	False
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	True
Q8WVI0	Homo sapiens	Metazoa	70	True
Q06315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1026	False
Q12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	False
O96622	Dictyostelium discoideum	Other	369	False
Q9LYD9	Arabidopsis thaliana	Viridiplantae	1096	False
Q61464	Mus musculus	Metazoa	1960	False
Q6C354	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	520	False
P32799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	True
Q9Y0E4	Drosophila melanogaster	Metazoa	2262	False
P34447	Caenorhabditis elegans	Metazoa	867	False
P15291	Homo sapiens	Metazoa	398	False
Q1ZXU0	Caenorhabditis elegans	Metazoa	205	False
P34707	Caenorhabditis elegans	Metazoa	623	False
O08816	Rattus norvegicus	Metazoa	501	False
Q0VG06	Homo sapiens	Metazoa	881	False
Q13029	Homo sapiens	Metazoa	1718	False
Q06810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
E5KBU3	Pinus taeda	Viridiplantae	354	False
Q8WZJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False
Q09847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325	False
Q5SV85	Mus musculus	Metazoa	1306	False
P49917	Homo sapiens	Metazoa	911	False
P21357	Solanum tuberosum	Viridiplantae	538	False
Q9S7R7	Arabidopsis thaliana	Viridiplantae	460	False
P69850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False
C6TA59	Glycine max	Viridiplantae	214	False
Q96DI7	Homo sapiens	Metazoa	357	False
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309	False
P53990	Homo sapiens	Metazoa	364	False
Q06667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	False
Q9Y6N9	Homo sapiens	Metazoa	552	False
O74434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	626	False
Q04430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	False
Q96BR5	Homo sapiens	Metazoa	231	False
Q00723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242	False
Q96KG9	Homo sapiens	Metazoa	808	False
C8V329	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	508	True
Q9UGY1	Homo sapiens	Metazoa	213	False
Q8TDM6	Homo sapiens	Metazoa	1919	False
Q06213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
Q8NAG6	Homo sapiens	Metazoa	615	False
Q9SE43	Arabidopsis thaliana	Viridiplantae	842	False
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534	False
P41930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	True
Q9D4W2	Mus musculus	Metazoa	315	False
Q96M32	Homo sapiens	Metazoa	723	False
Q07930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	204	False
Q96I36	Homo sapiens	Metazoa	57	True
P62750	Homo sapiens	Metazoa	156	False
Q584U2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	267	False
Q12361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	False
Q9LMA8	Arabidopsis thaliana	Viridiplantae	253	False
F4JAU2	Arabidopsis thaliana	Viridiplantae	1697	False
P43619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False
P39717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880	False
P41224	Rattus norvegicus	Metazoa	301	False
P50479	Homo sapiens	Metazoa	330	False
O94888	Homo sapiens	Metazoa	489	False
Q058N4	Arabidopsis thaliana	Viridiplantae	459	False
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	False
O35047	Mus musculus	Metazoa	217	False
Q9H9D4	Homo sapiens	Metazoa	720	False
Q8BHN1	Mus musculus	Metazoa	524	False
Q8R3P9	Mus musculus	Metazoa	1054	False
Q9LEX1	Arabidopsis thaliana	Viridiplantae	510	True
O14188	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1489	False
Q8CD15	Mus musculus	Metazoa	465	False
P30542	Homo sapiens	Metazoa	326	False
Q13049	Homo sapiens	Metazoa	653	False
O74957	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False
Q8I266	Plasmodium falciparum (isolate 3D7)	Other	1470	True
P53076	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	958	False
Q8N2Y8	Homo sapiens	Metazoa	1516	False
Q9UNQ2	Homo sapiens	Metazoa	313	False
Q03774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	False
Q9LKX9	Zea mays	Viridiplantae	867	False
O94830	Homo sapiens	Metazoa	711	False
P08433	Scyliorhinus canicula	Metazoa	51	False
Q12309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
O74856	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335	False
P34219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525	False
P11746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False
Q0E671	Danio rerio	Metazoa	430	False
Q3U0V2	Mus musculus	Metazoa	310	False
Q16186	Homo sapiens	Metazoa	407	False
Q9SNX8	Apium graveolens	Viridiplantae	496	False
Q9UT91	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	211	True
Q08687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	178	False
P07332	Homo sapiens	Metazoa	822	False
P33418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1100	False
Q5VWZ2	Homo sapiens	Metazoa	237	False
Q8TAM2	Homo sapiens	Metazoa	541	False
Q8GW29	Arabidopsis thaliana	Viridiplantae	217	False
Q10422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False
Q9P5M9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	257	False
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q20481	Caenorhabditis elegans	Metazoa	287	False
Q13562	Homo sapiens	Metazoa	356	False
O44476	Caenorhabditis elegans	Metazoa	833	False
Q5BLX8	Rattus norvegicus	Metazoa	315	False
Q9WVB3	Mus musculus	Metazoa	581	False
O13853	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742	False
Q920Q3	Rattus norvegicus	Metazoa	154	False
A8XJ98	Caenorhabditis briggsae	Metazoa	432	False
Q05949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395	False
P36120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	742	False
O60381	Homo sapiens	Metazoa	514	False
Q9HC21	Homo sapiens	Metazoa	320	False
P53437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False
Q9UMS0	Homo sapiens	Metazoa	254	False
P47171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648	False
Q9SL95	Arabidopsis thaliana	Viridiplantae	456	True
Q9JHR7	Mus musculus	Metazoa	1019	False
Q0IGK1	Arabidopsis thaliana	Viridiplantae	445	False
P36023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863	False
Q8GZM7	Arabidopsis thaliana	Viridiplantae	478	False
O60094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	959	False
Q7RTY1	Homo sapiens	Metazoa	509	True
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	False
F4IMQ0	Arabidopsis thaliana	Viridiplantae	288	False
P38193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False
O13710	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076	False
Q04964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False
Q2NND9	Arabidopsis thaliana	Viridiplantae	371	False
P38870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False
Q8GZ79	Arabidopsis thaliana	Viridiplantae	274	False
P34077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	839	False
O94585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187	False
Q20929	Caenorhabditis elegans	Metazoa	510	False
D4AEP3	Rattus norvegicus	Metazoa	194	True
Q9WV31	Mus musculus	Metazoa	396	False
Q9QYJ6	Rattus norvegicus	Metazoa	794	False
Q9P7T4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019	False
E9PVX6	Mus musculus	Metazoa	3177	False
P17106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	351	False
O65370	Arabidopsis thaliana	Viridiplantae	138	False
D3YXK1	Mus musculus	Metazoa	519	False
C4R3D4	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	461	False
Q8TDR4	Homo sapiens	Metazoa	215	False
Q8TC71	Homo sapiens	Metazoa	538	False
Q9C829	Arabidopsis thaliana	Viridiplantae	440	False
P13653	Hordeum vulgare	Viridiplantae	388	False
O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	False
Q3MHJ5	Bos taurus	Metazoa	138	False
Q9Y5Y5	Homo sapiens	Metazoa	336	True
P02786	Homo sapiens	Metazoa	760	False
Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927	False
O94701	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False
Q15388	Homo sapiens	Metazoa	145	True
Q9C7S0	Arabidopsis thaliana	Viridiplantae	295	False
P40169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	True
P09114	Nicotiana tabacum	Viridiplantae	664	False
O35914	Mus musculus	Metazoa	961	False
O75122	Homo sapiens	Metazoa	1294	False
P0DJH7	Gallus gallus	Metazoa	80	False
O22832	Arabidopsis thaliana	Viridiplantae	401	False
Q5DTT2	Mus musculus	Metazoa	1024	False
P89105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1077	False
Q9W420	Drosophila melanogaster	Metazoa	1831	False
P40631	Tetrahymena thermophila (strain SB210)	Other	633	False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
Q9NR21	Homo sapiens	Metazoa	338	False
Q96N21	Homo sapiens	Metazoa	525	False
O24606	Arabidopsis thaliana	Viridiplantae	628	False
Q7TMF3	Mus musculus	Metazoa	145	False
A1L188	Homo sapiens	Metazoa	74	False
Q09M02	Mus musculus	Metazoa	886	False
O15014	Homo sapiens	Metazoa	1411	False
P82349	Mus musculus	Metazoa	320	False
Q9Y5L0	Homo sapiens	Metazoa	923	False
Q6DBA5	Arabidopsis thaliana	Viridiplantae	205	False
P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575	False
Q06706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1349	False
A6QPQ5	Bos taurus	Metazoa	325	False
O24370	Solanum tuberosum	Viridiplantae	899	False
Q5IRJ6	Mus musculus	Metazoa	567	False
Q969S2	Homo sapiens	Metazoa	332	False
Q12788	Homo sapiens	Metazoa	808	False
Q8N8Q8	Homo sapiens	Metazoa	333	False
Q8N668	Homo sapiens	Metazoa	190	False
Q9LDC0	Arabidopsis thaliana	Viridiplantae	365	False
O60356	Homo sapiens	Metazoa	82	False
Q62384	Mus musculus	Metazoa	459	False
P26358	Homo sapiens	Metazoa	1616	False
Q6P4H8	Homo sapiens	Metazoa	233	True
G5EDP2	Caenorhabditis elegans	Metazoa	412	False
O65312	Arabidopsis thaliana	Viridiplantae	689	False
C8KI33	Arabidopsis thaliana	Viridiplantae	646	False
Q14166	Homo sapiens	Metazoa	644	False
Q9C5U1	Arabidopsis thaliana	Viridiplantae	1036	True
Q80Z29	Rattus norvegicus	Metazoa	491	False
P48231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178	False
P36532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105	False
Q9UPN3	Homo sapiens	Metazoa	7388	False
Q20591	Caenorhabditis elegans	Metazoa	86	True
Q7Z591	Homo sapiens	Metazoa	1439	False
G3UVW3	Mus musculus	Metazoa	457	True
P33895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	451	False
Q96B42	Homo sapiens	Metazoa	140	True
Q38890	Arabidopsis thaliana	Viridiplantae	621	False
P35269	Homo sapiens	Metazoa	517	False
O94704	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	168	False
P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287	False
Q9Y3Y2	Homo sapiens	Metazoa	248	False
O35671	Mus musculus	Metazoa	200	False
Q94K75	Arabidopsis thaliana	Viridiplantae	401	False
P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	408	False
P47019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175	False
Q38HM4	Mus musculus	Metazoa	350	False
Q9SUT5	Arabidopsis thaliana	Viridiplantae	358	False
Q00055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391	False
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599	False
Q9ZW85	Arabidopsis thaliana	Viridiplantae	251	False
Q8R4N0	Mus musculus	Metazoa	338	False
P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597	False
P07249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
Q09349	Caenorhabditis elegans	Metazoa	984	False
P40164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	858	False
Q9UID6	Homo sapiens	Metazoa	485	False
Q8WXX7	Homo sapiens	Metazoa	1259	False
P52503	Mus musculus	Metazoa	116	False
P38637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False
Q91WC0	Mus musculus	Metazoa	594	False
Q9M5P2	Arabidopsis thaliana	Viridiplantae	289	False
Q10990	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	False
Q23500	Caenorhabditis elegans	Metazoa	887	False
O94653	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1121	False
P39011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633	False
Q8ITW8	Caenorhabditis elegans	Metazoa	504	False
Q02773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1202	False
Q6F6B5	Arabidopsis thaliana	Viridiplantae	741	False
Q96AP4	Homo sapiens	Metazoa	578	False
Q9GZN0	Homo sapiens	Metazoa	384	False
Q03702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	False
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312	False
Q9NWQ9	Homo sapiens	Metazoa	140	False
Q9LVB9	Arabidopsis thaliana	Viridiplantae	172	False
Q9H0W9	Homo sapiens	Metazoa	315	False
Q66L44	Mus musculus	Metazoa	698	False
Q84SC3	Oryza sativa subsp. japonica	Viridiplantae	91	False
Q99321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
Q09761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	699	False
P53834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153	False
Q9LK29	Arabidopsis thaliana	Viridiplantae	307	False
Q9VGL8	Drosophila melanogaster	Metazoa	363	False
P38065	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025	False
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333	False
Q58DZ9	Rattus norvegicus	Metazoa	258	False
Q9D4H9	Mus musculus	Metazoa	941	False
A9Y0K8	Medicago truncatula	Viridiplantae	313	False
Q9M903	Arabidopsis thaliana	Viridiplantae	479	False
F4KHG6	Arabidopsis thaliana	Viridiplantae	489	False
Q8NBV4	Homo sapiens	Metazoa	271	False
Q9CQY9	Mus musculus	Metazoa	76	True
P22265	Drosophila melanogaster	Metazoa	954	False
Q94126	Caenorhabditis elegans	Metazoa	211	False
Q9SQI3	Gossypium hirsutum	Viridiplantae	413	False
Q56X52	Arabidopsis thaliana	Viridiplantae	351	False
Q06340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456	False
Q38895	Arabidopsis thaliana	Viridiplantae	204	False
P32585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False
Q9NPJ4	Homo sapiens	Metazoa	139	False
Q8LDU4	Arabidopsis thaliana	Viridiplantae	319	False
A6NKF2	Homo sapiens	Metazoa	412	False
Q948R9	Arabidopsis thaliana	Viridiplantae	314	False
